Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Package ID,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan or Purchase Option ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID,Sales Channel
GPA.3313-2018-8448-40274..1,"Feb 7, 2026",5:59:46 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1187 EG,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3313-2018-8448-40274..1,"Feb 7, 2026",5:59:46 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1187 EG,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3391-6839-8883-94035..1,"Feb 7, 2026",6:51:20 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,91193,SEK,22.40,0.700250,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3391-6839-8883-94035..1,"Feb 7, 2026",6:51:20 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,91193,SEK,-3.36,0.700250,DKK,-2.36,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3398-4694-0369-56420,"Feb 7, 2026",7:25:06 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,e3q,NL,,7041SL,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3398-4694-0369-56420,"Feb 7, 2026",7:25:06 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,e3q,NL,,7041SL,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3362-1549-3785-95657,"Feb 7, 2026",7:57:04 AM PST,,Charge,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,q6q,GB,,E95BN,GBP,1.74,8.603300,DKK,14.97,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3362-1549-3785-95657,"Feb 7, 2026",7:57:04 AM PST,,Google fee,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,q6q,GB,,E95BN,GBP,-0.26,8.603300,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3345-2455-2601-26190,"Feb 7, 2026",8:48:38 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,dm3q,GB,,BT53 7RG,GBP,1.74,8.603300,DKK,14.97,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3345-2455-2601-26190,"Feb 7, 2026",8:48:38 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,dm3q,GB,,BT53 7RG,GBP,-0.26,8.603300,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3331-8382-0274-68872..10,"Feb 7, 2026",9:05:39 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,21216,SEK,23.20,0.700250,DKK,16.25,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3331-8382-0274-68872..10,"Feb 7, 2026",9:05:39 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,21216,SEK,-3.48,0.700250,DKK,-2.44,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3317-9785-9390-44038..2,"Feb 7, 2026",10:02:46 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1562 TS,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3317-9785-9390-44038..2,"Feb 7, 2026",10:02:46 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1562 TS,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3394-6909-9631-96794..12,"Feb 7, 2026",10:43:52 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,7045,NOK,24.00,0.652970,DKK,15.67,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3394-6909-9631-96794..12,"Feb 7, 2026",10:43:52 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,7045,NOK,-3.60,0.652970,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3306-3349-3575-34012,"Feb 7, 2026",11:13:18 AM PST,,Charge,,Pro (WF Solver),com.deepinkcode.wordfeudsolver,One-time product,pro,r9q,FO,,,DKK,225.00,1.000000,DKK,225.00,legacy-base,,4994183596643847628,Yes,,,,In-app
GPA.3306-3349-3575-34012,"Feb 7, 2026",11:13:18 AM PST,,Google fee,,Pro (WF Solver),com.deepinkcode.wordfeudsolver,One-time product,pro,r9q,FO,,,DKK,-33.75,1.000000,DKK,-33.75,legacy-base,,4994183596643847628,Yes,15,,,In-app
GPA.3349-1002-4480-54502..5,"Feb 7, 2026",11:14:04 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,1792,NOK,24.00,0.652970,DKK,15.67,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3349-1002-4480-54502..5,"Feb 7, 2026",11:14:04 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,1792,NOK,-3.60,0.652970,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3378-9822-2837-35970,"Feb 7, 2026",11:39:10 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,husky,SE,,565 34,SEK,22.40,0.700250,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3378-9822-2837-35970,"Feb 7, 2026",11:39:10 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,husky,SE,,565 34,SEK,-3.36,0.700250,DKK,-2.36,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3355-2792-0662-10154..12,"Feb 7, 2026",12:49:51 PM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3741XW,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3355-2792-0662-10154..12,"Feb 7, 2026",12:49:51 PM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3741XW,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3370-9983-3938-92829..0,"Feb 7, 2026",1:55:44 PM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,463 31,SEK,22.40,0.700250,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3370-9983-3938-92829..0,"Feb 7, 2026",1:55:44 PM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,463 31,SEK,-3.36,0.700250,DKK,-2.36,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3386-6488-2017-10834,"Feb 7, 2026",6:32:25 PM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,pa2q,US,MD,21215,USD,2.49,6.321300,DKK,15.74,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3386-6488-2017-10834,"Feb 7, 2026",6:32:25 PM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,pa2q,US,MD,21215,USD,-0.37,6.321300,DKK,-2.34,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3367-0971-2121-17406..16,"Feb 7, 2026",8:44:39 PM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,937 31,SEK,23.20,0.700250,DKK,16.25,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3367-0971-2121-17406..16,"Feb 7, 2026",8:44:39 PM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,937 31,SEK,-3.48,0.700250,DKK,-2.44,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3329-9785-2223-81120..5,"Feb 7, 2026",9:32:29 PM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,FL,33162,USD,2.49,6.321300,DKK,15.74,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3329-9785-2223-81120..5,"Feb 7, 2026",9:32:29 PM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,FL,33162,USD,-0.37,6.321300,DKK,-2.34,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3336-2236-2477-10528..5,"Feb 7, 2026",9:49:33 PM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,OK,73703,USD,1.99,6.321300,DKK,12.58,prosub,,4994183596643847628,Yes,,,,
GPA.3336-2236-2477-10528..5,"Feb 7, 2026",9:49:33 PM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,OK,73703,USD,-0.30,6.321300,DKK,-1.90,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3315-8976-4762-80522..0,"Feb 7, 2026",10:19:20 PM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,4436,NOK,24.00,0.652970,DKK,15.67,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3315-8976-4762-80522..0,"Feb 7, 2026",10:19:20 PM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,4436,NOK,-3.60,0.652970,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3326-7420-7668-46118..2,"Feb 8, 2026",12:01:10 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3029 AL,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3326-7420-7668-46118..2,"Feb 8, 2026",12:01:10 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3029 AL,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3387-9156-5418-23073,"Feb 8, 2026",12:40:12 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,nice,DK,,9330,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3387-9156-5418-23073,"Feb 8, 2026",12:40:12 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,nice,DK,,9330,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3306-3633-6793-32018..14,"Feb 8, 2026",12:50:31 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,424 50,SEK,23.20,0.700250,DKK,16.25,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3306-3633-6793-32018..14,"Feb 8, 2026",12:50:31 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,424 50,SEK,-3.48,0.700250,DKK,-2.44,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3362-0392-0409-67328..1,"Feb 8, 2026",1:08:08 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,BT61 8JU,GBP,1.74,8.603300,DKK,14.97,prosub,,4994183596643847628,Yes,,,,
GPA.3362-0392-0409-67328..1,"Feb 8, 2026",1:08:08 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,BT61 8JU,GBP,-0.26,8.603300,DKK,-2.24,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3399-6070-8256-50213,"Feb 8, 2026",1:10:28 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,OP5958L1,DK,,9300,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3399-6070-8256-50213,"Feb 8, 2026",1:10:28 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,OP5958L1,DK,,9300,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3395-6796-3353-36662..6,"Feb 8, 2026",2:30:00 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2035XS,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3395-6796-3353-36662..6,"Feb 8, 2026",2:30:00 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2035XS,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3318-0971-7831-68704..4,"Feb 8, 2026",2:36:22 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,VIC,3630,AUD,3.63,4.433200,DKK,16.09,prosub,,4994183596643847628,Yes,,,,
GPA.3318-0971-7831-68704..4,"Feb 8, 2026",2:36:22 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,VIC,3630,AUD,-0.54,4.433200,DKK,-2.39,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3327-8192-7052-82794..9,"Feb 8, 2026",2:39:37 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,771 41,SEK,23.20,0.700250,DKK,16.25,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3327-8192-7052-82794..9,"Feb 8, 2026",2:39:37 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,771 41,SEK,-3.48,0.700250,DKK,-2.44,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3395-2386-8305-25033..1,"Feb 8, 2026",2:42:44 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,,7250,AUD,3.63,4.433200,DKK,16.09,prosub,,4994183596643847628,Yes,,,,
GPA.3395-2386-8305-25033..1,"Feb 8, 2026",2:42:44 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,,7250,AUD,-0.54,4.433200,DKK,-2.39,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3380-0258-5744-92501,"Feb 8, 2026",2:43:43 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,e3q,NL,,5508MT,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3380-0258-5744-92501,"Feb 8, 2026",2:43:43 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,e3q,NL,,5508MT,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3373-3204-8772-17964,"Feb 8, 2026",3:19:43 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,r8q,SE,,97751,SEK,22.40,0.700250,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3373-3204-8772-17964,"Feb 8, 2026",3:19:43 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,r8q,SE,,97751,SEK,-3.36,0.700250,DKK,-2.36,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3391-7118-5744-92829,"Feb 8, 2026",3:26:59 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,pa3q,GB,,HP25TF,GBP,1.74,8.603300,DKK,14.97,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3391-7118-5744-92829,"Feb 8, 2026",3:26:59 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,pa3q,GB,,HP25TF,GBP,-0.26,8.603300,DKK,-2.24,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3300-7415-8687-06087..0,"Feb 8, 2026",4:32:55 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,7500,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3300-7415-8687-06087..0,"Feb 8, 2026",4:32:55 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,7500,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3383-3555-6869-89642..0,"Feb 8, 2026",5:14:28 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,9601 EW,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3383-3555-6869-89642..0,"Feb 8, 2026",5:14:28 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,9601 EW,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3353-7617-1719-95793,"Feb 8, 2026",5:16:01 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,e3q,NL,,7101 ZE,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3353-7617-1719-95793,"Feb 8, 2026",5:16:01 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,e3q,NL,,7101 ZE,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3329-9269-5933-11259..7,"Feb 8, 2026",5:19:02 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4340,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3329-9269-5933-11259..7,"Feb 8, 2026",5:19:02 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4340,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3396-1899-6653-70133..3,"Feb 8, 2026",6:23:14 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,8620,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3396-1899-6653-70133..3,"Feb 8, 2026",6:23:14 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,8620,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3321-5697-7762-96033..4,"Feb 8, 2026",6:33:07 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,117 59,SEK,22.40,0.700250,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3321-5697-7762-96033..4,"Feb 8, 2026",6:33:07 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,117 59,SEK,-3.36,0.700250,DKK,-2.36,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3367-3837-9032-33622,"Feb 8, 2026",8:00:43 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,a16x,US,IL,60435,USD,2.49,6.321300,DKK,15.74,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3367-3837-9032-33622,"Feb 8, 2026",8:00:43 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,a16x,US,IL,60435,USD,-0.37,6.321300,DKK,-2.34,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3309-4015-3500-03145..14,"Feb 8, 2026",8:26:48 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,91342,SEK,23.20,0.700250,DKK,16.25,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3309-4015-3500-03145..14,"Feb 8, 2026",8:26:48 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,91342,SEK,-3.48,0.700250,DKK,-2.44,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3301-3291-7381-39769..2,"Feb 8, 2026",10:14:25 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,7500,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3301-3291-7381-39769..2,"Feb 8, 2026",10:14:25 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,7500,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3386-6758-4839-99055..3,"Feb 8, 2026",10:35:19 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,15391,SEK,23.20,0.700250,DKK,16.25,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3386-6758-4839-99055..3,"Feb 8, 2026",10:35:19 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,15391,SEK,-3.48,0.700250,DKK,-2.44,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3353-8816-4672-34199,"Feb 8, 2026",10:42:57 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,b0s,NL,,3162 SB,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3353-8816-4672-34199,"Feb 8, 2026",10:42:57 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,b0s,NL,,3162 SB,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3373-4530-7845-98777..1,"Feb 8, 2026",11:07:03 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3069 DJ,EUR,1.98,7.468900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3373-4530-7845-98777..1,"Feb 8, 2026",11:07:03 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3069 DJ,EUR,-0.30,7.468900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3368-6744-6969-93976..6,"Feb 8, 2026",11:10:52 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92345,USD,1.99,6.321300,DKK,12.58,prosub,,4994183596643847628,Yes,,,,
GPA.3368-6744-6969-93976..6,"Feb 8, 2026",11:10:52 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92345,USD,-0.30,6.321300,DKK,-1.90,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3335-5823-6165-82544..5,"Feb 8, 2026",11:37:07 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,11244,SEK,22.40,0.700250,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3335-5823-6165-82544..5,"Feb 8, 2026",11:37:07 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,11244,SEK,-3.36,0.700250,DKK,-2.36,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3387-8578-5052-33099..3,"Feb 8, 2026",11:48:54 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,68154,SEK,22.40,0.700250,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3387-8578-5052-33099..3,"Feb 8, 2026",11:48:54 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,68154,SEK,-3.36,0.700250,DKK,-2.36,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3311-1590-0931-36661..7,"Feb 8, 2026",11:52:58 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,22472,SEK,23.20,0.700250,DKK,16.25,prosubmonth,,4994183596643847628,Yes,,,,
