Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Package ID,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan or Purchase Option ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID,Sales Channel
GPA.3383-7237-8454-09808..7,"Apr 5, 2026",1:34:27 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,8361,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3383-7237-8454-09808..7,"Apr 5, 2026",1:34:27 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,8361,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3333-6315-2696-39747..10,"Apr 5, 2026",2:14:25 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,5912 KJ,EUR,1.98,7.472600,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3333-6315-2696-39747..10,"Apr 5, 2026",2:14:25 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,5912 KJ,EUR,-0.30,7.472600,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3364-6526-8368-40220..13,"Apr 5, 2026",2:39:46 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4180,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3364-6526-8368-40220..13,"Apr 5, 2026",2:39:46 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4180,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3340-6680-4993-74868..5,"Apr 5, 2026",6:09:09 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,FL,32712,USD,2.49,6.487800,DKK,16.15,prosub,,4994183596643847628,Yes,,,,
GPA.3340-6680-4993-74868..5,"Apr 5, 2026",6:09:09 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,FL,32712,USD,-0.37,6.487800,DKK,-2.40,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3379-9951-4367-01461..1,"Apr 5, 2026",6:29:22 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,WI,54304,USD,2.49,6.487800,DKK,16.15,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3379-9951-4367-01461..1,"Apr 5, 2026",6:29:22 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,WI,54304,USD,-0.37,6.487800,DKK,-2.40,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3372-9941-6294-63671,"Apr 5, 2026",7:08:31 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,a55x,NL,,2681VH,EUR,1.98,7.472600,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3372-9941-6294-63671,"Apr 5, 2026",7:08:31 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,a55x,NL,,2681VH,EUR,-0.30,7.472600,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3333-4135-2208-28481,"Apr 5, 2026",9:02:10 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,tokay,NL,,3131 VZ,EUR,1.98,7.472600,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3333-4135-2208-28481,"Apr 5, 2026",9:02:10 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,tokay,NL,,3131 VZ,EUR,-0.30,7.472600,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3344-7891-8095-67755,"Apr 5, 2026",9:27:53 AM PDT,,Charge refund,Full,Pro (WF Solver),com.deepinkcode.wordfeudsolver,One-time product,pro,pa3q,NL,,3847LE,EUR,-23.96,7.472600,DKK,-179.04,legacy-base,,4994183596643847628,Yes,,,,In-app
GPA.3344-7891-8095-67755,"Apr 5, 2026",9:27:53 AM PDT,,Google fee refund,Full,Pro (WF Solver),com.deepinkcode.wordfeudsolver,One-time product,pro,pa3q,NL,,3847LE,EUR,3.59,7.472600,DKK,26.82,legacy-base,,4994183596643847628,Yes,15,,,In-app
GPA.3395-5926-8229-67342..2,"Apr 5, 2026",10:00:29 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92021,USD,2.49,6.487800,DKK,16.15,prosub,,4994183596643847628,Yes,,,,
GPA.3395-5926-8229-67342..2,"Apr 5, 2026",10:00:29 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92021,USD,-0.37,6.487800,DKK,-2.40,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3381-6800-9834-36627..4,"Apr 5, 2026",11:09:07 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NG,,,NGN,3618.60,0.004698,DKK,17.00,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3381-6800-9834-36627..4,"Apr 5, 2026",11:09:07 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NG,,,NGN,-542.79,0.004698,DKK,-2.55,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3383-9433-8469-65145..16,"Apr 5, 2026",11:21:50 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,41266,SEK,23.20,0.684190,DKK,15.87,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3383-9433-8469-65145..16,"Apr 5, 2026",11:21:50 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,41266,SEK,-3.48,0.684190,DKK,-2.38,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3320-3544-0965-39827..6,"Apr 5, 2026",11:55:29 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,3140,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3320-3544-0965-39827..6,"Apr 5, 2026",11:55:29 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,3140,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3377-4770-1997-75894,"Apr 5, 2026",12:01:24 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,OP515BL1,DK,,5500,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3377-4770-1997-75894,"Apr 5, 2026",12:01:24 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,OP515BL1,DK,,5500,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3326-1474-1830-97333..1,"Apr 5, 2026",12:22:42 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4160,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3326-1474-1830-97333..1,"Apr 5, 2026",12:22:42 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4160,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3397-8004-6422-67173..4,"Apr 5, 2026",1:16:54 PM PDT,,Charge,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,,US,MN,55421,USD,2.49,6.489100,DKK,16.16,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3397-8004-6422-67173..4,"Apr 5, 2026",1:16:54 PM PDT,,Google fee,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,,US,MN,55421,USD,-0.37,6.489100,DKK,-2.40,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3387-7967-7811-47961,"Apr 5, 2026",2:48:48 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,pa3q,NO,,7067,NOK,24.00,0.663850,DKK,15.93,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3387-7967-7811-47961,"Apr 5, 2026",2:48:48 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,pa3q,NO,,7067,NOK,-3.60,0.663850,DKK,-2.39,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3364-7089-7358-42866..2,"Apr 5, 2026",3:07:57 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2033 DD,EUR,1.98,7.472500,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3364-7089-7358-42866..2,"Apr 5, 2026",3:07:57 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2033 DD,EUR,-0.30,7.472500,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3373-2116-9579-01627..1,"Apr 5, 2026",7:36:12 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,1523,NOK,24.00,0.663560,DKK,15.93,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3373-2116-9579-01627..1,"Apr 5, 2026",7:36:12 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,1523,NOK,-3.60,0.663560,DKK,-2.39,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3306-3268-0671-98919..1,"Apr 5, 2026",9:14:05 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,81470,SEK,22.40,0.685300,DKK,15.35,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3306-3268-0671-98919..1,"Apr 5, 2026",9:14:05 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,81470,SEK,-3.36,0.685300,DKK,-2.30,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3375-9752-4240-80817..0,"Apr 5, 2026",11:07:26 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,MS,39452,USD,2.49,6.484800,DKK,16.15,prosub,,4994183596643847628,Yes,,,,
GPA.3375-9752-4240-80817..0,"Apr 5, 2026",11:07:26 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,MS,39452,USD,-0.37,6.484800,DKK,-2.40,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3336-4589-1314-98831..2,"Apr 6, 2026",12:26:43 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,21125,SEK,22.40,0.685770,DKK,15.36,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3336-4589-1314-98831..2,"Apr 6, 2026",12:26:43 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,21125,SEK,-3.36,0.685770,DKK,-2.30,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3394-3456-8767-34681..1,"Apr 6, 2026",12:38:26 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2411 Te,EUR,1.98,7.472500,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3394-3456-8767-34681..1,"Apr 6, 2026",12:38:26 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2411 Te,EUR,-0.30,7.472500,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3324-5556-6854-44276,"Apr 6, 2026",2:16:10 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,caiman,DK,,9210,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3324-5556-6854-44276,"Apr 6, 2026",2:16:10 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,caiman,DK,,9210,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3310-3678-6981-30334..1,"Apr 6, 2026",4:10:26 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,784 44,SEK,22.40,0.686680,DKK,15.38,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3310-3678-6981-30334..1,"Apr 6, 2026",4:10:26 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,784 44,SEK,-3.36,0.686680,DKK,-2.31,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3353-8436-1084-23395,"Apr 6, 2026",5:00:02 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,OP595DL1,SE,,43279,SEK,22.40,0.687210,DKK,15.39,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3353-8436-1084-23395,"Apr 6, 2026",5:00:02 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,OP595DL1,SE,,43279,SEK,-3.36,0.687210,DKK,-2.31,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3327-3681-1720-39668..14,"Apr 6, 2026",5:35:23 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,0621ER,EUR,1.98,7.472500,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3327-3681-1720-39668..14,"Apr 6, 2026",5:35:23 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,0621ER,EUR,-0.30,7.472500,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3360-5032-2166-15179..12,"Apr 6, 2026",8:39:12 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,4617 NW,EUR,1.98,7.472500,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3360-5032-2166-15179..12,"Apr 6, 2026",8:39:12 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,4617 NW,EUR,-0.30,7.472500,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3348-9058-1636-78320..9,"Apr 6, 2026",11:29:24 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,MI,48192,USD,1.99,6.474600,DKK,12.88,prosub,,4994183596643847628,Yes,,,,
GPA.3348-9058-1636-78320..9,"Apr 6, 2026",11:29:24 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,MI,48192,USD,-0.30,6.474600,DKK,-1.94,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3329-9170-4859-68994..2,"Apr 6, 2026",12:02:54 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,FR,,14420,EUR,1.99,7.472900,DKK,14.87,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3329-9170-4859-68994..2,"Apr 6, 2026",12:02:54 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,FR,,14420,EUR,-0.30,7.472900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3362-5810-9107-40130..14,"Apr 6, 2026",12:46:57 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1503 JK,EUR,1.98,7.472900,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3362-5810-9107-40130..14,"Apr 6, 2026",12:46:57 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1503 JK,EUR,-0.30,7.472900,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3341-1475-0733-86116..2,"Apr 6, 2026",12:53:51 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,6581 EG,EUR,1.98,7.472900,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3341-1475-0733-86116..2,"Apr 6, 2026",12:53:51 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,6581 EG,EUR,-0.30,7.472900,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3379-0241-1719-19768..6,"Apr 6, 2026",1:32:44 PM PDT,,Charge,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,,CA,YT,Y1A6N7,CAD,3.19,4.651100,DKK,14.84,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3379-0241-1719-19768..6,"Apr 6, 2026",1:32:44 PM PDT,,Google fee,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,,CA,YT,Y1A6N7,CAD,-0.48,4.651100,DKK,-2.23,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3380-9499-7488-81139..14,"Apr 6, 2026",1:33:00 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,BE,,9940,EUR,1.98,7.472700,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3380-9499-7488-81139..14,"Apr 6, 2026",1:33:00 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,BE,,9940,EUR,-0.30,7.472700,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3331-9578-4487-79060..0,"Apr 6, 2026",2:22:21 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,5884,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3331-9578-4487-79060..0,"Apr 6, 2026",2:22:21 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,5884,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3396-2996-5159-39948..3,"Apr 6, 2026",3:17:49 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9900,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3396-2996-5159-39948..3,"Apr 6, 2026",3:17:49 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9900,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3316-5013-6064-82494,"Apr 6, 2026",3:48:28 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,pa1q,NL,,1606AE,EUR,1.98,7.473000,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3316-5013-6064-82494,"Apr 6, 2026",3:48:28 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,pa1q,NL,,1606AE,EUR,-0.30,7.473000,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3349-7285-1551-73689..8,"Apr 6, 2026",4:02:03 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,283 41,SEK,23.20,0.684530,DKK,15.88,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3349-7285-1551-73689..8,"Apr 6, 2026",4:02:03 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,283 41,SEK,-3.48,0.684530,DKK,-2.38,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3321-6125-2427-86803..3,"Apr 6, 2026",6:39:00 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NC,27330,USD,2.49,6.475600,DKK,16.12,prosub,,4994183596643847628,Yes,,,,
GPA.3321-6125-2427-86803..3,"Apr 6, 2026",6:39:00 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NC,27330,USD,-0.37,6.475600,DKK,-2.40,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3343-9600-6761-12137,"Apr 6, 2026",8:14:35 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,e3q,US,MO,65624,USD,2.49,6.481400,DKK,16.14,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3343-9600-6761-12137,"Apr 6, 2026",8:14:35 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,e3q,US,MO,65624,USD,-0.37,6.481400,DKK,-2.40,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3314-7573-0375-76144..14,"Apr 6, 2026",8:46:02 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,TX,75165,USD,1.99,6.481400,DKK,12.90,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3314-7573-0375-76144..14,"Apr 6, 2026",8:46:02 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,TX,75165,USD,-0.30,6.481400,DKK,-1.94,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3326-6230-7440-73671..3,"Apr 6, 2026",9:24:40 PM PDT,,Charge,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,,US,OR,97756,USD,2.49,6.480800,DKK,16.14,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3326-6230-7440-73671..3,"Apr 6, 2026",9:24:40 PM PDT,,Google fee,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,,US,OR,97756,USD,-0.37,6.480800,DKK,-2.40,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3379-0833-0535-59210..1,"Apr 6, 2026",9:33:13 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,,3041,AUD,3.63,4.477100,DKK,16.25,prosub,,4994183596643847628,Yes,,,,
GPA.3379-0833-0535-59210..1,"Apr 6, 2026",9:33:13 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,,3041,AUD,-0.54,4.477100,DKK,-2.42,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3315-2568-5133-10065..8,"Apr 6, 2026",9:37:43 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,WA,98031,USD,1.99,6.480800,DKK,12.90,prosub,,4994183596643847628,Yes,,,,
GPA.3315-2568-5133-10065..8,"Apr 6, 2026",9:37:43 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,WA,98031,USD,-0.30,6.480800,DKK,-1.94,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3366-6394-8507-18037..0,"Apr 6, 2026",10:15:42 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,6542MZ,EUR,1.98,7.472900,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3366-6394-8507-18037..0,"Apr 6, 2026",10:15:42 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,6542MZ,EUR,-0.30,7.472900,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3355-1707-6639-32296,"Apr 6, 2026",10:20:51 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,r9q,US,WA,98682,USD,2.49,6.478300,DKK,16.13,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3355-1707-6639-32296,"Apr 6, 2026",10:20:51 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,r9q,US,WA,98682,USD,-0.37,6.478300,DKK,-2.40,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
