Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Package ID,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan or Purchase Option ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID,Sales Channel
GPA.3305-0981-8475-04645,"Apr 1, 2026",3:38:07 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,a52sxq,NL,,2611BZ,EUR,-0.30,7.472400,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3356-2695-6624-19900..0,"Apr 1, 2026",5:35:12 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9800,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3356-2695-6624-19900..0,"Apr 1, 2026",5:35:12 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9800,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3344-5657-3205-32780..2,"Apr 1, 2026",6:52:03 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,TR36FP,GBP,1.74,8.575100,DKK,14.92,prosub,,4994183596643847628,Yes,,,,
GPA.3344-5657-3205-32780..2,"Apr 1, 2026",6:52:03 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,TR36FP,GBP,-0.26,8.575100,DKK,-2.23,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3386-1242-3552-42937..0,"Apr 1, 2026",8:13:09 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,97236,SEK,22.40,0.685510,DKK,15.36,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3386-1242-3552-42937..0,"Apr 1, 2026",8:13:09 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,97236,SEK,-3.36,0.685510,DKK,-2.31,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3371-5304-3619-24148,"Apr 1, 2026",9:55:24 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,mona,US,OR,97266,USD,2.49,6.427600,DKK,16.00,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3371-5304-3619-24148,"Apr 1, 2026",9:55:24 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,mona,US,OR,97266,USD,-0.37,6.427600,DKK,-2.38,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3386-4334-2081-09759..15,"Apr 1, 2026",10:49:56 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4690,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3386-4334-2081-09759..15,"Apr 1, 2026",10:49:56 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4690,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3340-4937-2120-53828..3,"Apr 1, 2026",11:29:01 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,92132,SEK,22.40,0.686150,DKK,15.37,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3340-4937-2120-53828..3,"Apr 1, 2026",11:29:01 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,92132,SEK,-3.36,0.686150,DKK,-2.31,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3311-2331-6591-26645,"Apr 1, 2026",12:09:21 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,emerald,NL,,4306 CW,EUR,1.98,7.472700,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3311-2331-6591-26645,"Apr 1, 2026",12:09:21 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,emerald,NL,,4306 CW,EUR,-0.30,7.472700,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3346-6441-2966-28317,"Apr 1, 2026",12:23:00 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,t2s,DK,,3700,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3346-6441-2966-28317,"Apr 1, 2026",12:23:00 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,t2s,DK,,3700,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3329-0184-6816-97050..6,"Apr 1, 2026",12:54:54 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9700,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3329-0184-6816-97050..6,"Apr 1, 2026",12:54:54 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9700,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3347-2141-5861-66133..1,"Apr 1, 2026",1:09:27 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,3400,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3347-2141-5861-66133..1,"Apr 1, 2026",1:09:27 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,3400,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3380-3986-9308-11694,"Apr 1, 2026",1:43:49 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,dm3q,SE,,443 42,SEK,22.40,0.684110,DKK,15.32,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3380-3986-9308-11694,"Apr 1, 2026",1:43:49 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,dm3q,SE,,443 42,SEK,-3.36,0.684110,DKK,-2.29,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3356-3005-9453-67544,"Apr 1, 2026",2:19:27 PM PDT,,Charge,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,rango,GB,,SA18 2SP,GBP,1.74,8.579400,DKK,14.93,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3356-3005-9453-67544,"Apr 1, 2026",2:19:27 PM PDT,,Google fee,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,rango,GB,,SA18 2SP,GBP,-0.26,8.579400,DKK,-2.23,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3379-8204-5136-19063..0,"Apr 1, 2026",3:28:29 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,AR,71964,USD,2.49,6.448600,DKK,16.06,prosub,,4994183596643847628,Yes,,,,
GPA.3379-8204-5136-19063..0,"Apr 1, 2026",3:28:29 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,AR,71964,USD,-0.37,6.448600,DKK,-2.39,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3370-6080-5399-11592..5,"Apr 1, 2026",4:22:52 PM PDT,,Charge,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,,US,MO,64012,USD,2.49,6.447000,DKK,16.05,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3370-6080-5399-11592..5,"Apr 1, 2026",4:22:52 PM PDT,,Google fee,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,,US,MO,64012,USD,-0.37,6.447000,DKK,-2.39,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3356-4453-1988-91463..7,"Apr 1, 2026",5:18:16 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,QLD,4814,AUD,3.26,4.464400,DKK,14.55,prosub,,4994183596643847628,Yes,,,,
GPA.3356-4453-1988-91463..7,"Apr 1, 2026",5:18:16 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,QLD,4814,AUD,-0.49,4.464400,DKK,-2.19,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3302-3530-1513-58923..6,"Apr 1, 2026",9:54:04 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,GA,30680,USD,1.99,6.471900,DKK,12.88,prosub,,4994183596643847628,Yes,,,,
GPA.3302-3530-1513-58923..6,"Apr 1, 2026",9:54:04 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,GA,30680,USD,-0.30,6.471900,DKK,-1.94,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3386-5518-0520-36735..2,"Apr 1, 2026",10:01:12 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92553,USD,2.49,6.475500,DKK,16.12,prosub,,4994183596643847628,Yes,,,,
GPA.3386-5518-0520-36735..2,"Apr 1, 2026",10:01:12 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92553,USD,-0.37,6.475500,DKK,-2.40,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3303-1581-5493-48122,"Apr 2, 2026",12:30:38 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,dm2q,US,PA,18017,USD,2.49,6.482100,DKK,16.14,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3303-1581-5493-48122,"Apr 2, 2026",12:30:38 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,dm2q,US,PA,18017,USD,-0.37,6.482100,DKK,-2.40,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3382-1768-2961-59059..6,"Apr 2, 2026",12:39:34 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,11224,SEK,22.40,0.682180,DKK,15.28,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3382-1768-2961-59059..6,"Apr 2, 2026",12:39:34 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,11224,SEK,-3.36,0.682180,DKK,-2.29,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3323-6350-3775-50742..8,"Apr 2, 2026",12:43:54 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,IL,60162,USD,1.99,6.482100,DKK,12.90,prosub,,4994183596643847628,Yes,,,,
GPA.3323-6350-3775-50742..8,"Apr 2, 2026",12:43:54 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,IL,60162,USD,-0.30,6.482100,DKK,-1.94,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3328-7262-4712-31723..5,"Apr 2, 2026",2:29:40 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9575,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3328-7262-4712-31723..5,"Apr 2, 2026",2:29:40 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9575,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3332-9141-8175-23912..12,"Apr 2, 2026",3:17:28 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,6522,NOK,24.00,0.665080,DKK,15.96,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3332-9141-8175-23912..12,"Apr 2, 2026",3:17:28 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,6522,NOK,-3.60,0.665080,DKK,-2.39,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3303-4464-5027-88433..12,"Apr 2, 2026",3:25:28 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,1263,NOK,24.00,0.665080,DKK,15.96,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3303-4464-5027-88433..12,"Apr 2, 2026",3:25:28 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,1263,NOK,-3.60,0.665080,DKK,-2.39,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3305-1283-5262-26732..0,"Apr 2, 2026",4:48:17 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,LS28 7PS,GBP,1.74,8.558700,DKK,14.89,prosub,,4994183596643847628,Yes,,,,
GPA.3305-1283-5262-26732..0,"Apr 2, 2026",4:48:17 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,LS28 7PS,GBP,-0.26,8.558700,DKK,-2.22,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3323-1947-8537-55387..1,"Apr 2, 2026",5:17:12 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,BE,,3500,EUR,1.98,7.472300,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3323-1947-8537-55387..1,"Apr 2, 2026",5:17:12 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,BE,,3500,EUR,-0.30,7.472300,DKK,-2.25,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3390-7498-1026-89267..7,"Apr 2, 2026",5:17:13 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,53334,SEK,22.40,0.682860,DKK,15.30,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3390-7498-1026-89267..7,"Apr 2, 2026",5:17:13 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,53334,SEK,-3.36,0.682860,DKK,-2.30,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3397-3055-4764-70544,"Apr 2, 2026",5:40:27 AM PDT,,Charge,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,c1q,US,TX,77581,USD,2.49,6.490400,DKK,16.16,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3397-3055-4764-70544,"Apr 2, 2026",5:40:27 AM PDT,,Google fee,,Pro Subscription (Scrabble GO Cheat),com.deepinkcode.scrabblegocheat,Subscription,prosub,c1q,US,TX,77581,USD,-0.37,6.490400,DKK,-2.40,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3393-1239-9571-13272..0,"Apr 2, 2026",6:35:33 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,NG18 4AT,GBP,1.74,8.564300,DKK,14.90,prosub,,4994183596643847628,Yes,,,,
GPA.3393-1239-9571-13272..0,"Apr 2, 2026",6:35:33 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,NG18 4AT,GBP,-0.26,8.564300,DKK,-2.22,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3304-5188-7923-53449..16,"Apr 2, 2026",6:40:53 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,9512,NOK,23.20,0.665400,DKK,15.44,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3304-5188-7923-53449..16,"Apr 2, 2026",6:40:53 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,9512,NOK,-3.48,0.665400,DKK,-2.32,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3365-5500-6128-81563..12,"Apr 2, 2026",7:04:04 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,5610,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3365-5500-6128-81563..12,"Apr 2, 2026",7:04:04 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,5610,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3360-5433-8692-55893..11,"Apr 2, 2026",7:48:37 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,25375,SEK,23.20,0.682860,DKK,15.84,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3360-5433-8692-55893..11,"Apr 2, 2026",7:48:37 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,25375,SEK,-3.48,0.682860,DKK,-2.37,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3373-3309-3272-91192..16,"Apr 2, 2026",8:14:31 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,71693,SEK,23.20,0.683890,DKK,15.87,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3373-3309-3272-91192..16,"Apr 2, 2026",8:14:31 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,71693,SEK,-3.48,0.683890,DKK,-2.38,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3304-3882-7706-69656..5,"Apr 2, 2026",8:22:19 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,EX5 3NE,GBP,1.74,8.565800,DKK,14.90,prosub,,4994183596643847628,Yes,,,,
GPA.3304-3882-7706-69656..5,"Apr 2, 2026",8:22:19 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,EX5 3NE,GBP,-0.26,8.565800,DKK,-2.22,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3363-7040-4804-52009..15,"Apr 2, 2026",9:12:34 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,746 33,SEK,23.20,0.685800,DKK,15.91,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3363-7040-4804-52009..15,"Apr 2, 2026",9:12:34 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,746 33,SEK,-3.48,0.685800,DKK,-2.39,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3344-7891-8095-67755,"Apr 2, 2026",9:17:52 AM PDT,,Charge,,Pro (WF Solver),com.deepinkcode.wordfeudsolver,One-time product,pro,pa3q,NL,,3847LE,EUR,23.96,7.472600,DKK,179.04,legacy-base,,4994183596643847628,Yes,,,,In-app
GPA.3344-7891-8095-67755,"Apr 2, 2026",9:17:52 AM PDT,,Google fee,,Pro (WF Solver),com.deepinkcode.wordfeudsolver,One-time product,pro,pa3q,NL,,3847LE,EUR,-3.59,7.472600,DKK,-26.82,legacy-base,,4994183596643847628,Yes,15,,,In-app
GPA.3305-0846-7731-55646..13,"Apr 2, 2026",9:50:58 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,4352,NOK,24.00,0.665360,DKK,15.97,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3305-0846-7731-55646..13,"Apr 2, 2026",9:50:58 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,4352,NOK,-3.60,0.665360,DKK,-2.40,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3376-9766-9552-95636,"Apr 2, 2026",9:58:59 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,dm1q,NL,,3851 EM,EUR,1.98,7.472600,DKK,14.80,prosubmonth,,4994183596643847628,Yes,,,,In-app
