Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Package ID,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan or Purchase Option ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID,Sales Channel
GPA.3368-6744-6969-93976..7,"Mar 8, 2026",12:10:54 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92345,USD,1.99,6.430400,DKK,12.80,prosub,,4994183596643847628,Yes,,,,
GPA.3368-6744-6969-93976..7,"Mar 8, 2026",12:10:54 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92345,USD,-0.30,6.430400,DKK,-1.93,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3385-2371-2998-26926..8,"Mar 8, 2026",12:20:10 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4400,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3385-2371-2998-26926..8,"Mar 8, 2026",12:20:10 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4400,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3339-4696-4102-29452,"Mar 8, 2026",12:39:05 PM PDT,,Charge,,Pro (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,One-time product,pro,a15x,US,NY,12878,USD,27.99,6.430400,DKK,179.99,legacy-base,,4994183596643847628,Yes,,,,In-app
GPA.3339-4696-4102-29452,"Mar 8, 2026",12:39:05 PM PDT,,Google fee,,Pro (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,One-time product,pro,a15x,US,NY,12878,USD,-4.20,6.430400,DKK,-27.01,legacy-base,,4994183596643847628,Yes,15,,,In-app
GPA.3387-8578-5052-33099..4,"Mar 8, 2026",12:48:57 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,68154,SEK,22.40,0.700660,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3387-8578-5052-33099..4,"Mar 8, 2026",12:48:57 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,68154,SEK,-3.36,0.700660,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3311-1590-0931-36661..8,"Mar 8, 2026",12:53:00 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,22472,SEK,23.20,0.700660,DKK,16.26,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3311-1590-0931-36661..8,"Mar 8, 2026",12:53:00 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,22472,SEK,-3.48,0.700660,DKK,-2.44,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3308-4473-3736-98438..5,"Mar 8, 2026",1:24:45 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3431EM,EUR,1.98,7.471200,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3308-4473-3736-98438..5,"Mar 8, 2026",1:24:45 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3431EM,EUR,-0.30,7.471200,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3323-3791-3528-54913..7,"Mar 8, 2026",1:44:07 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,95675,USD,1.99,6.430400,DKK,12.80,prosub,,4994183596643847628,Yes,,,,
GPA.3323-3791-3528-54913..7,"Mar 8, 2026",1:44:07 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,95675,USD,-0.30,6.430400,DKK,-1.93,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3374-0173-8226-99933..10,"Mar 8, 2026",3:06:24 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,WI,53228,USD,1.99,6.469000,DKK,12.87,prosub,,4994183596643847628,Yes,,,,
GPA.3374-0173-8226-99933..10,"Mar 8, 2026",3:06:24 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,WI,53228,USD,-0.30,6.469000,DKK,-1.94,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3382-6482-3554-20424..8,"Mar 8, 2026",5:38:54 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,PA,19073,USD,1.99,6.474800,DKK,12.88,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3382-6482-3554-20424..8,"Mar 8, 2026",5:38:54 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,PA,19073,USD,-0.30,6.474800,DKK,-1.94,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3387-3590-8978-70600..0,"Mar 8, 2026",6:03:42 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,4535 GZ,EUR,1.98,7.470300,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3387-3590-8978-70600..0,"Mar 8, 2026",6:03:42 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,4535 GZ,EUR,-0.30,7.470300,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3326-9041-0977-11387..1,"Mar 8, 2026",6:13:41 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,82691,SEK,22.40,0.699180,DKK,15.66,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3326-9041-0977-11387..1,"Mar 8, 2026",6:13:41 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,82691,SEK,-3.36,0.699180,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3333-6295-0869-72612..2,"Mar 8, 2026",6:21:39 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,IN,Kerala,680002,INR,203.39,0.070639,DKK,14.37,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3333-6295-0869-72612..2,"Mar 8, 2026",6:21:39 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,IN,Kerala,680002,INR,-30.51,0.070639,DKK,-2.16,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3304-9020-4975-82635..0,"Mar 8, 2026",7:07:39 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NY,14210,USD,2.49,6.488800,DKK,16.16,prosub,,4994183596643847628,Yes,,,,
GPA.3304-9020-4975-82635..0,"Mar 8, 2026",7:07:39 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NY,14210,USD,-0.37,6.488800,DKK,-2.40,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3319-7317-8883-19182..0,"Mar 8, 2026",10:09:05 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,SC,29445,USD,2.49,6.486600,DKK,16.15,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3319-7317-8883-19182..0,"Mar 8, 2026",10:09:05 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,US,SC,29445,USD,-0.37,6.486600,DKK,-2.40,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3367-0971-2121-17406..17,"Mar 8, 2026",10:27:37 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,937 31,SEK,23.20,0.698780,DKK,16.21,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3367-0971-2121-17406..17,"Mar 8, 2026",10:27:37 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,937 31,SEK,-3.48,0.698780,DKK,-2.43,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3318-9651-5353-09472,"Mar 8, 2026",11:00:41 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,m3q,NL,,3951KD,EUR,1.98,7.470400,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3318-9651-5353-09472,"Mar 8, 2026",11:00:41 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,m3q,NL,,3951KD,EUR,-0.30,7.470400,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3388-1890-7761-84611..9,"Mar 8, 2026",11:21:00 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2752 AB,EUR,1.98,7.470400,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3388-1890-7761-84611..9,"Mar 8, 2026",11:21:00 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2752 AB,EUR,-0.30,7.470400,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3356-4384-3115-45333..3,"Mar 8, 2026",11:25:41 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,,5125,AUD,3.63,4.531000,DKK,16.45,prosub,,4994183596643847628,Yes,,,,
GPA.3356-4384-3115-45333..3,"Mar 8, 2026",11:25:41 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,,5125,AUD,-0.54,4.531000,DKK,-2.45,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3330-9974-2005-74355,"Mar 8, 2026",11:49:42 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,o1s,SE,,41876,SEK,22.40,0.698780,DKK,15.65,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3330-9974-2005-74355,"Mar 8, 2026",11:49:42 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,o1s,SE,,41876,SEK,-3.36,0.698780,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3392-1716-3083-54303,"Mar 9, 2026",1:04:48 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,a56x,NL,,2612 XT,EUR,1.98,7.471000,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3392-1716-3083-54303,"Mar 9, 2026",1:04:48 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,a56x,NL,,2612 XT,EUR,-0.30,7.471000,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3372-4216-6879-33806..7,"Mar 9, 2026",2:03:15 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,6000,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3372-4216-6879-33806..7,"Mar 9, 2026",2:03:15 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,6000,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3344-0475-3328-49322..9,"Mar 9, 2026",2:09:00 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3133VM,EUR,1.98,7.470600,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3344-0475-3328-49322..9,"Mar 9, 2026",2:09:00 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3133VM,EUR,-0.30,7.470600,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3337-1434-9578-34436..2,"Mar 9, 2026",2:58:03 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2565 vs,EUR,1.98,7.470600,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3337-1434-9578-34436..2,"Mar 9, 2026",2:58:03 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,2565 vs,EUR,-0.30,7.470600,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3383-7921-8120-22556..12,"Mar 9, 2026",3:44:43 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3284BA,EUR,1.98,7.470800,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3383-7921-8120-22556..12,"Mar 9, 2026",3:44:43 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3284BA,EUR,-0.30,7.470800,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3370-8517-9415-43906..1,"Mar 9, 2026",4:53:52 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,461 98,SEK,22.40,0.699600,DKK,15.67,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3370-8517-9415-43906..1,"Mar 9, 2026",4:53:52 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,461 98,SEK,-3.36,0.699600,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3372-9009-6173-92499,"Mar 9, 2026",6:27:06 AM PDT,,Charge refund,Full,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,e3q,US,MD,21817,USD,-2.49,6.460200,DKK,-16.09,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3372-9009-6173-92499,"Mar 9, 2026",6:27:06 AM PDT,,Google fee refund,Full,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,e3q,US,MD,21817,USD,0.37,6.460200,DKK,2.39,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3303-6150-1207-55578..6,"Mar 9, 2026",8:45:16 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,4651 CB,EUR,1.98,7.470300,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3303-6150-1207-55578..6,"Mar 9, 2026",8:45:16 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,4651 CB,EUR,-0.30,7.470300,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3373-1431-1357-81217..5,"Mar 9, 2026",9:43:49 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NV,89166,USD,2.49,6.451600,DKK,16.06,prosub,,4994183596643847628,Yes,,,,
GPA.3373-1431-1357-81217..5,"Mar 9, 2026",9:43:49 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NV,89166,USD,-0.37,6.451600,DKK,-2.39,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3326-2293-7753-92508..3,"Mar 9, 2026",9:58:50 AM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NC,28787,USD,2.49,6.451600,DKK,16.06,prosub,,4994183596643847628,Yes,,,,
GPA.3326-2293-7753-92508..3,"Mar 9, 2026",9:58:50 AM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NC,28787,USD,-0.37,6.451600,DKK,-2.39,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3373-0131-7326-14731..10,"Mar 9, 2026",11:59:31 AM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,71894,SEK,23.20,0.701590,DKK,16.28,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3373-0131-7326-14731..10,"Mar 9, 2026",11:59:31 AM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,71894,SEK,-3.48,0.701590,DKK,-2.44,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3351-4496-3644-86021..12,"Mar 9, 2026",12:04:49 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3703XB,EUR,1.98,7.471300,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3351-4496-3644-86021..12,"Mar 9, 2026",12:04:49 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,3703XB,EUR,-0.30,7.471300,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3354-3233-1715-83244..1,"Mar 9, 2026",12:21:36 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,FR,,63270,EUR,1.99,7.471300,DKK,14.87,prosub,,4994183596643847628,Yes,,,,
GPA.3354-3233-1715-83244..1,"Mar 9, 2026",12:21:36 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,FR,,63270,EUR,-0.30,7.471300,DKK,-2.24,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3335-5823-6165-82544..6,"Mar 9, 2026",12:39:15 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,11244,SEK,22.40,0.700640,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3335-5823-6165-82544..6,"Mar 9, 2026",12:39:15 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,11244,SEK,-3.36,0.700640,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3306-9780-1102-90936..4,"Mar 9, 2026",1:17:05 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,7607 PL,EUR,1.98,7.470700,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3306-9780-1102-90936..4,"Mar 9, 2026",1:17:05 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,7607 PL,EUR,-0.30,7.470700,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3369-3335-1240-59049..15,"Mar 9, 2026",1:18:26 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,5931HJ,EUR,1.98,7.470700,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3369-3335-1240-59049..15,"Mar 9, 2026",1:18:26 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,5931HJ,EUR,-0.30,7.470700,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3359-9682-3875-27404..3,"Mar 9, 2026",1:40:00 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,GA,30263,USD,2.49,6.453200,DKK,16.07,prosub,,4994183596643847628,Yes,,,,
GPA.3359-9682-3875-27404..3,"Mar 9, 2026",1:40:00 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,GA,30263,USD,-0.37,6.453200,DKK,-2.39,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3363-7170-9976-40683..13,"Mar 9, 2026",2:06:11 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,682 33,SEK,23.20,0.701730,DKK,16.28,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3363-7170-9976-40683..13,"Mar 9, 2026",2:06:11 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,682 33,SEK,-3.48,0.701730,DKK,-2.44,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3355-5600-8390-85595..0,"Mar 9, 2026",2:53:31 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,63226,SEK,22.40,0.701730,DKK,15.72,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3355-5600-8390-85595..0,"Mar 9, 2026",2:53:31 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,63226,SEK,-3.36,0.701730,DKK,-2.36,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3315-9969-9551-08541..3,"Mar 9, 2026",2:55:20 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1816 TD,EUR,1.98,7.470900,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3315-9969-9551-08541..3,"Mar 9, 2026",2:55:20 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1816 TD,EUR,-0.30,7.470900,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3352-0977-0603-57946..13,"Mar 9, 2026",3:11:35 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,GB,,PO19 6ER,GBP,1.66,8.631900,DKK,14.33,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3352-0977-0603-57946..13,"Mar 9, 2026",3:11:35 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,GB,,PO19 6ER,GBP,-0.25,8.631900,DKK,-2.16,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3392-0278-2445-34107,"Mar 9, 2026",3:12:06 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,e3q,US,MD,21817,USD,2.49,6.421200,DKK,15.99,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3392-0278-2445-34107,"Mar 9, 2026",3:12:06 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,e3q,US,MD,21817,USD,-0.37,6.421200,DKK,-2.38,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3323-7409-8666-69530..1,"Mar 9, 2026",3:15:53 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,CH,,8134,CHF,1.90,8.253000,DKK,15.68,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3323-7409-8666-69530..1,"Mar 9, 2026",3:15:53 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,CH,,8134,CHF,-0.28,8.253000,DKK,-2.31,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3304-0789-4947-60973,"Mar 9, 2026",4:08:04 PM PDT,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,apollo,SE,,46234,SEK,22.40,0.702820,DKK,15.74,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3304-0789-4947-60973,"Mar 9, 2026",4:08:04 PM PDT,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,apollo,SE,,46234,SEK,-3.36,0.702820,DKK,-2.36,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3360-5010-4788-58790..0,"Mar 9, 2026",4:16:22 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,WI,53511,USD,2.49,6.420400,DKK,15.99,prosub,,4994183596643847628,Yes,,,,
GPA.3360-5010-4788-58790..0,"Mar 9, 2026",4:16:22 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,WI,53511,USD,-0.37,6.420400,DKK,-2.38,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3310-6377-2595-15187..0,"Mar 9, 2026",4:38:46 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NY,13206,USD,2.49,6.420400,DKK,15.99,prosub,,4994183596643847628,Yes,,,,
GPA.3310-6377-2595-15187..0,"Mar 9, 2026",4:38:46 PM PDT,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,NY,13206,USD,-0.37,6.420400,DKK,-2.38,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3397-1143-7680-69426,"Mar 9, 2026",8:51:19 PM PDT,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,e1q,US,MI,48224,USD,2.49,6.428200,DKK,16.01,prosub,,4994183596643847628,Yes,,,,In-app
