Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Package ID,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan or Purchase Option ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID,Sales Channel
GPA.3390-6833-4819-74410..5,"Mar 1, 2026",4:55:25 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1185SW,EUR,1.98,7.471600,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3390-6833-4819-74410..5,"Mar 1, 2026",4:55:25 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,1185SW,EUR,-0.30,7.471600,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3372-3373-2319-76182..5,"Mar 1, 2026",5:42:22 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,7631 AR,EUR,1.98,7.471600,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3372-3373-2319-76182..5,"Mar 1, 2026",5:42:22 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,7631 AR,EUR,-0.30,7.471600,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3344-5657-3205-32780..1,"Mar 1, 2026",5:51:57 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,TR36FP,GBP,1.74,8.527300,DKK,14.84,prosub,,4994183596643847628,Yes,,,,
GPA.3344-5657-3205-32780..1,"Mar 1, 2026",5:51:57 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,TR36FP,GBP,-0.26,8.527300,DKK,-2.22,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3386-1242-3552-42937,"Mar 1, 2026",7:13:31 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,a25x,SE,,97236,SEK,22.40,0.700540,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3386-1242-3552-42937,"Mar 1, 2026",7:13:31 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,a25x,SE,,97236,SEK,-3.36,0.700540,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3386-4334-2081-09759..14,"Mar 1, 2026",9:49:57 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4690,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3386-4334-2081-09759..14,"Mar 1, 2026",9:49:57 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,4690,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3332-7292-4297-80596..10,"Mar 1, 2026",10:28:46 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,0572,NOK,24.00,0.664910,DKK,15.96,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3332-7292-4297-80596..10,"Mar 1, 2026",10:28:46 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,0572,NOK,-3.60,0.664910,DKK,-2.40,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3340-4937-2120-53828..2,"Mar 1, 2026",10:29:00 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,92132,SEK,22.40,0.700540,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3340-4937-2120-53828..2,"Mar 1, 2026",10:29:00 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,92132,SEK,-3.36,0.700540,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3305-3413-3566-08745..1,"Mar 1, 2026",10:43:00 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,52336,SEK,22.40,0.700540,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3305-3413-3566-08745..1,"Mar 1, 2026",10:43:00 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,52336,SEK,-3.36,0.700540,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3387-8720-3306-21873..2,"Mar 1, 2026",10:43:32 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,9903TA,EUR,1.98,7.471600,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3387-8720-3306-21873..2,"Mar 1, 2026",10:43:32 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,9903TA,EUR,-0.30,7.471600,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3341-8336-4605-59050,"Mar 1, 2026",11:21:54 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,o1s,SE,,444 61,SEK,22.40,0.700540,DKK,15.69,prosubmonth,,4994183596643847628,Yes,,,,In-app
GPA.3341-8336-4605-59050,"Mar 1, 2026",11:21:54 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,o1s,SE,,444 61,SEK,-3.36,0.700540,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3371-9865-1757-11872..1,"Mar 1, 2026",11:50:59 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,2010,NOK,24.00,0.664910,DKK,15.96,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3371-9865-1757-11872..1,"Mar 1, 2026",11:50:59 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,2010,NOK,-3.60,0.664910,DKK,-2.40,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3329-0184-6816-97050..5,"Mar 1, 2026",11:54:49 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9700,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3329-0184-6816-97050..5,"Mar 1, 2026",11:54:49 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9700,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3347-2141-5861-66133..0,"Mar 1, 2026",12:09:31 PM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,3400,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3347-2141-5861-66133..0,"Mar 1, 2026",12:09:31 PM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,3400,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3373-9679-9276-74265,"Mar 1, 2026",12:14:38 PM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,r8q,US,MS,39211,USD,2.49,6.325100,DKK,15.75,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3373-9679-9276-74265,"Mar 1, 2026",12:14:38 PM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,r8q,US,MS,39211,USD,-0.37,6.325100,DKK,-2.34,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3332-4514-0307-19015..0,"Mar 1, 2026",1:45:52 PM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,OH,44146,USD,2.49,6.325100,DKK,15.75,prosub,,4994183596643847628,Yes,,,,
GPA.3332-4514-0307-19015..0,"Mar 1, 2026",1:45:52 PM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,OH,44146,USD,-0.37,6.325100,DKK,-2.34,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3379-8204-5136-19063,"Mar 1, 2026",2:28:20 PM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,dm3q,US,AR,71964,USD,2.49,6.348000,DKK,15.81,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3379-8204-5136-19063,"Mar 1, 2026",2:28:20 PM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,dm3q,US,AR,71964,USD,-0.37,6.348000,DKK,-2.35,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3356-4453-1988-91463..6,"Mar 1, 2026",4:18:17 PM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,QLD,4814,AUD,3.26,4.480800,DKK,14.61,prosub,,4994183596643847628,Yes,,,,
GPA.3356-4453-1988-91463..6,"Mar 1, 2026",4:18:17 PM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,AU,QLD,4814,AUD,-0.49,4.480800,DKK,-2.20,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3302-3530-1513-58923..5,"Mar 1, 2026",8:54:06 PM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,GA,30680,USD,1.99,6.336500,DKK,12.61,prosub,,4994183596643847628,Yes,,,,
GPA.3302-3530-1513-58923..5,"Mar 1, 2026",8:54:06 PM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,GA,30680,USD,-0.30,6.336500,DKK,-1.90,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3386-5518-0520-36735..1,"Mar 1, 2026",9:01:13 PM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92553,USD,2.49,6.336600,DKK,15.78,prosub,,4994183596643847628,Yes,,,,
GPA.3386-5518-0520-36735..1,"Mar 1, 2026",9:01:13 PM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,CA,92553,USD,-0.37,6.336600,DKK,-2.34,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3340-2269-5052-73481..7,"Mar 1, 2026",10:02:00 PM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,7943LT,EUR,1.98,7.471000,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3340-2269-5052-73481..7,"Mar 1, 2026",10:02:00 PM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,7943LT,EUR,-0.30,7.471000,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3382-1768-2961-59059..5,"Mar 1, 2026",11:39:35 PM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,11224,SEK,22.40,0.699030,DKK,15.66,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3382-1768-2961-59059..5,"Mar 1, 2026",11:39:35 PM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,11224,SEK,-3.36,0.699030,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3323-6350-3775-50742..7,"Mar 1, 2026",11:44:13 PM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,IL,60162,USD,1.99,6.351600,DKK,12.64,prosub,,4994183596643847628,Yes,,,,
GPA.3323-6350-3775-50742..7,"Mar 1, 2026",11:44:13 PM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,IL,60162,USD,-0.30,6.351600,DKK,-1.91,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3328-7262-4712-31723..4,"Mar 2, 2026",1:29:44 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9575,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3328-7262-4712-31723..4,"Mar 2, 2026",1:29:44 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,9575,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3332-9141-8175-23912..11,"Mar 2, 2026",2:17:30 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,6522,NOK,24.00,0.669140,DKK,16.06,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3332-9141-8175-23912..11,"Mar 2, 2026",2:17:30 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,6522,NOK,-3.60,0.669140,DKK,-2.41,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3303-4464-5027-88433..11,"Mar 2, 2026",2:25:30 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,1263,NOK,24.00,0.669140,DKK,16.06,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3303-4464-5027-88433..11,"Mar 2, 2026",2:25:30 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,1263,NOK,-3.60,0.669140,DKK,-2.41,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3323-1947-8537-55387..0,"Mar 2, 2026",4:17:13 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,BE,,3500,EUR,1.98,7.471400,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3323-1947-8537-55387..0,"Mar 2, 2026",4:17:13 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,BE,,3500,EUR,-0.30,7.471400,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3390-7498-1026-89267..6,"Mar 2, 2026",4:17:15 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,53334,SEK,22.40,0.698740,DKK,15.65,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3390-7498-1026-89267..6,"Mar 2, 2026",4:17:15 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,53334,SEK,-3.36,0.698740,DKK,-2.35,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3395-2611-2788-08081..0,"Mar 2, 2026",5:18:57 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,FL,34221,USD,2.49,6.368800,DKK,15.86,prosub,,4994183596643847628,Yes,,,,
GPA.3395-2611-2788-08081..0,"Mar 2, 2026",5:18:57 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,FL,34221,USD,-0.37,6.368800,DKK,-2.36,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3393-1239-9571-13272,"Mar 2, 2026",5:35:29 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,e1s,GB,,NG18 4AT,GBP,1.74,8.540200,DKK,14.86,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3393-1239-9571-13272,"Mar 2, 2026",5:35:29 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,e1s,GB,,NG18 4AT,GBP,-0.26,8.540200,DKK,-2.22,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3304-5188-7923-53449..15,"Mar 2, 2026",5:40:51 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,9512,NOK,23.20,0.668440,DKK,15.51,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3304-5188-7923-53449..15,"Mar 2, 2026",5:40:51 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,9512,NOK,-3.48,0.668440,DKK,-2.33,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3365-5500-6128-81563..11,"Mar 2, 2026",6:04:03 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,5610,DKK,15.20,1.000000,DKK,15.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3365-5500-6128-81563..11,"Mar 2, 2026",6:04:03 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,DK,,5610,DKK,-2.28,1.000000,DKK,-2.28,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3360-5433-8692-55893..10,"Mar 2, 2026",6:48:36 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,25375,SEK,23.20,0.697900,DKK,16.19,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3360-5433-8692-55893..10,"Mar 2, 2026",6:48:36 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,25375,SEK,-3.48,0.697900,DKK,-2.43,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3373-3309-3272-91192..15,"Mar 2, 2026",7:14:33 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,71693,SEK,23.20,0.698360,DKK,16.20,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3373-3309-3272-91192..15,"Mar 2, 2026",7:14:33 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,71693,SEK,-3.48,0.698360,DKK,-2.43,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3304-3882-7706-69656..4,"Mar 2, 2026",7:22:21 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,EX5 3NE,GBP,1.74,8.544800,DKK,14.87,prosub,,4994183596643847628,Yes,,,,
GPA.3304-3882-7706-69656..4,"Mar 2, 2026",7:22:21 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,GB,,EX5 3NE,GBP,-0.26,8.544800,DKK,-2.22,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3363-7040-4804-52009..14,"Mar 2, 2026",8:12:34 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,746 33,SEK,23.20,0.698050,DKK,16.19,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3363-7040-4804-52009..14,"Mar 2, 2026",8:12:34 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,SE,,746 33,SEK,-3.48,0.698050,DKK,-2.42,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3305-0846-7731-55646..12,"Mar 2, 2026",8:51:00 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,4352,NOK,24.00,0.666360,DKK,15.99,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3305-0846-7731-55646..12,"Mar 2, 2026",8:51:00 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NO,,4352,NOK,-3.60,0.666360,DKK,-2.40,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3345-9191-1914-27226..3,"Mar 2, 2026",9:26:59 AM PST,,Charge,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,9231 AG,EUR,1.98,7.471200,DKK,14.79,prosubmonth,,4994183596643847628,Yes,,,,
GPA.3345-9191-1914-27226..3,"Mar 2, 2026",9:26:59 AM PST,,Google fee,,Pro Subscription (WF Solver),com.deepinkcode.wordfeudsolver,Subscription,prosub,,NL,,9231 AG,EUR,-0.30,7.471200,DKK,-2.24,prosubmonth,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
GPA.3354-0848-1599-35189,"Mar 2, 2026",10:22:28 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,kansas,US,IN,46124,USD,2.49,6.391100,DKK,15.91,prosub,,4994183596643847628,Yes,,,,In-app
GPA.3354-0848-1599-35189,"Mar 2, 2026",10:22:28 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,kansas,US,IN,46124,USD,-0.37,6.391100,DKK,-2.36,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,In-app
GPA.3351-8906-9222-58554,"Mar 2, 2026",11:39:36 AM PST,,Charge,,Pro (WF Solver),com.deepinkcode.wordfeudsolver,One-time product,pro,shiba,DK,,6100,DKK,180.00,1.000000,DKK,180.00,legacy-base,,4994183596643847628,Yes,,,,In-app
GPA.3351-8906-9222-58554,"Mar 2, 2026",11:39:36 AM PST,,Google fee,,Pro (WF Solver),com.deepinkcode.wordfeudsolver,One-time product,pro,shiba,DK,,6100,DKK,-27.00,1.000000,DKK,-27.00,legacy-base,,4994183596643847628,Yes,15,,,In-app
GPA.3393-9280-1875-34630..0,"Mar 2, 2026",11:47:54 AM PST,,Charge,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,SC,29607,USD,2.49,6.382000,DKK,15.89,prosub,,4994183596643847628,Yes,,,,
GPA.3393-9280-1875-34630..0,"Mar 2, 2026",11:47:54 AM PST,,Google fee,,Pro Subscription (Words With Friends Solver),com.deepinkcode.wordswithfriendssolver,Subscription,prosub,,US,SC,29607,USD,-0.37,6.382000,DKK,-2.36,prosub,,4994183596643847628,Yes,15,SUBSCRIPTIONS,,
